Mod:Item:MetaData, Localized Name
EnderIO:itemCoordSelector, Coordinate Selector
EnderIO:itemFusedQuartzFrame, Armação de Quartzo Fundido
EnderIO:itemConduitFacade:0, Fachada de Condutos
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemFrankenSkull:0, Eletrodo Zumbi
EnderIO:itemFrankenSkull:1, Controlador Z-Lógica
EnderIO:itemFrankenSkull:2, Frankenzumbi
EnderIO:itemFrankenSkull:3, Ressoador do Fim
EnderIO:itemFrankenSkull:4, Sentient Ender
EnderIO:itemFrankenSkull:5, Skeletal Contractor
EnderIO:itemFrankenSkull:6, Guardian Diode
EnderIO:itemRedstoneConduit:0, Conduto de Redstone
EnderIO:itemRedstoneConduit:1, Interruptor de Conduto
EnderIO:itemRedstoneConduit:2, Conduto de Redstone Isolado
EnderIO:itemPowerConduit:0, Conduto de Energia
EnderIO:itemPowerConduit:1, Conduto de Energia Melhorado
EnderIO:itemPowerConduit:2, Conduto de Energia do Fim
EnderIO:itemPowerConduitEndergy:0, Clay Compound Energy Conduit
EnderIO:itemPowerConduitEndergy:1, Iron Energy Conduit
EnderIO:itemPowerConduitEndergy:2, Aluminum Energy Conduit
EnderIO:itemPowerConduitEndergy:3, Gold Energy Conduit
EnderIO:itemPowerConduitEndergy:4, Copper Energy Conduit
EnderIO:itemPowerConduitEndergy:5, Silver Energy Conduit
EnderIO:itemPowerConduitEndergy:6, Electrum Energy Conduit
EnderIO:itemPowerConduitEndergy:7, Energetic Silver Energy Conduit
EnderIO:itemPowerConduitEndergy:8, Crystalline Energy Conduit
EnderIO:itemPowerConduitEndergy:9, Crystalline Pink Slime Energy Conduit
EnderIO:itemPowerConduitEndergy:10, Melodic Energy Conduit
EnderIO:itemPowerConduitEndergy:11, Stellar Energy Conduit
EnderIO:itemLiquidConduit:0, Conduto de Fluidos
EnderIO:itemLiquidConduit:1, Conduto de Fluidos Pressurizado
EnderIO:itemLiquidConduit:2, Conduto de Fluidos do Fim
EnderIO:itemLiquidConduit:3, Crystalline Ender Fluid Conduit
EnderIO:itemLiquidConduit:4, Crystalline Pink Slime Ender Fluid Conduit
EnderIO:itemLiquidConduit:5, Melodic Ender Fluid Conduit
EnderIO:itemLiquidConduit:6, Stellar Ender Fluid Conduit
EnderIO:itemItemConduit:0, Conduto de Itens
EnderIO:itemGasConduit:0, Conduto de Gases
EnderIO:itemMEConduit:0, Conduto ME
EnderIO:itemMEConduit:1, Conduto ME Denso
EnderIO:itemMEConduit:2, Ultra Dense ME Conduit
EnderIO:itemBasicFilterUpgrade:0, Filtro de Itens Básico
EnderIO:itemBasicFilterUpgrade:1, Filtro de Itens Avançado
EnderIO:itemBigFilterUpgrade:0, Big Item Filter
EnderIO:itemBigFilterUpgrade:1, Big Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Filtro de Itens Existentes
EnderIO:itemLimitedItemFilter, Limited Item Filter
EnderIO:itemModItemFilter, Filtro de Itens de Mod
EnderIO:itemPowerItemFilter:0, Filtro de Item Carregável
EnderIO:itemExtractSpeedUpgrade:0, Melhoria de Velocidade dos Condutos de Itens
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemFunctionUpgrade:0, Remote Awareness Upgrade
EnderIO:itemBasicCapacitor:0, Capacitor Básico
EnderIO:itemBasicCapacitor:1, Capacitor de Dupla Camada
EnderIO:itemBasicCapacitor:2, Capacitor Octádico
EnderIO:itemBasicCapacitor:3, Crystalline Capacitor
EnderIO:itemBasicCapacitor:4, Melodic Capacitor
EnderIO:itemBasicCapacitor:5, Stellar Capacitor
EnderIO:itemBasicCapacitor:6, Totemic Capacitor
EnderIO:itemBasicCapacitor:6, Totemic Capacitor
EnderIO:itemBasicCapacitor:7, Silver Capacitor
EnderIO:itemBasicCapacitor:8, Endergetic Capacitor
EnderIO:itemBasicCapacitor:9, Endergised Capacitor
EnderIO:itemMachinePart:0, Chassi de Máquina
EnderIO:itemMachinePart:1, Engrenagem Básica
EnderIO:itemMachinePart:2, Soul Machine Chassis
EnderIO:itemMachinePart:3, End Steel Chassis
EnderIO:itemMaterial:0, Silício
EnderIO:itemMaterial:1, Capa de Conduto
EnderIO:itemMaterial:2, Composto de Capa
EnderIO:itemMaterial:3, Pepita de Ferro Pulsante
EnderIO:itemMaterial:4, Pepita de Liga Vibrante
EnderIO:itemMaterial:5, Cristal Pulsante
EnderIO:itemMaterial:6, Cristal Vibrante
EnderIO:itemMaterial:7, Bola de Aço Negro
EnderIO:itemMaterial:8, Cristal do Fim
EnderIO:itemMaterial:9, Cristal Atraente
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemMaterial:11, End Steel Nugget
EnderIO:itemMaterial:12, Dark Steel Rod
EnderIO:itemMaterial:13, Precient Crystal
EnderIO:itemMaterial:14, Grains of Piezallity
EnderIO:itemMaterial:15, Grains of Vibrancy
EnderIO:itemMaterial:16, Grains of the End
EnderIO:itemMaterial:17, Grains of Prescience
EnderIO:itemAlloy:0, Aço Elétrico
EnderIO:itemAlloy:1, Liga Energética
EnderIO:itemAlloy:2, Liga Vibrante
EnderIO:itemAlloy:3, Liga de Redstone
EnderIO:itemAlloy:4, Ferro Condutivo
EnderIO:itemAlloy:5, Ferro Pulsante
EnderIO:itemAlloy:6, Aço Negro
EnderIO:itemAlloy:7, Almário
EnderIO:itemAlloy:8, End Steel
EnderIO:itemGrindingBall:0, Electrical Steel Ball
EnderIO:itemGrindingBall:1, Energetic Alloy Ball
EnderIO:itemGrindingBall:2, Vibrant Alloy Ball
EnderIO:itemGrindingBall:3, Redstone Alloy Ball
EnderIO:itemGrindingBall:4, Conductive Iron Ball
EnderIO:itemGrindingBall:5, Pulsating Iron Ball
EnderIO:itemGrindingBall:6, Dark Steel Ball
EnderIO:itemGrindingBall:7, Soularium Ball
EnderIO:itemGrindingBall:8, End Steel Ball
EnderIO:itemAlloyEndergy:0, Clay Compound
EnderIO:itemAlloyEndergy:1, Crystalline Alloy
EnderIO:itemAlloyEndergy:2, Melodic Alloy
EnderIO:itemAlloyEndergy:3, Stellar Alloy
EnderIO:itemAlloyEndergy:4, Crystalline Pink Slime
EnderIO:itemAlloyEndergy:5, Energetic Silver
EnderIO:itemAlloyEndergy:6, Vivid Alloy
EnderIO:itemGrindingBallEndergy:0, Clay Compound Grinding Ball
EnderIO:itemGrindingBallEndergy:1, Crystalline Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:2, Melodic Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:3, Stellar Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:4, Crystalline Pink Slime Grinding Ball
EnderIO:itemGrindingBallEndergy:5, Energetic Silver Grinding Ball
EnderIO:itemGrindingBallEndergy:6, Vivid Alloy Grinding Ball
EnderIO:itemPowderIngot:0, Pó de Carvão
EnderIO:itemPowderIngot:1, Pó de Ferro
EnderIO:itemPowderIngot:2, Pó de Ouro
EnderIO:itemPowderIngot:3, Pó de Cobre
EnderIO:itemPowderIngot:4, Pó de Estanho
EnderIO:itemPowderIngot:6, Base de Enderium
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketXpjuice, Balde de XP
EnderIO:bucketNutrient_distillation, Balde de Destilado de Nutrientes
EnderIO:bucketHootch, Balde de Aguardente
EnderIO:bucketRocket_fuel, Balde de Combustível para Foguetes
EnderIO:bucketFire_water, Balde de Água de Fogo
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:bucketEnder_distillation, Dew of the Void Bucket
EnderIO:bucketVapor_of_levity, Vapor of Levity Bucket
EnderIO:itemYetaWrench, Chave Yeta
EnderIO:itemEnderface, Interfim
EnderIO:itemTravelStaff:0, Cajado da Viagem
EnderIO:itemTravelStaff:16, Cajado da Viagem
EnderIO:itemTeleportStaff:0, Staff of Teleportation
EnderIO:itemConduitProbe:0, Sonda de Condutos
EnderIO:itemXpTransfer:0, Vara de Experiência
EnderIO:itemSoulVessel, Frasco de Almas
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Asa de Planador
EnderIO:itemGliderWing:1, Asas de Planador
EnderIO:item.darkSteel_helmet, Elmo Negro
EnderIO:item.darkSteel_chestplate, Peitoral Negro
EnderIO:item.darkSteel_leggings, Perneiras Negras
EnderIO:item.darkSteel_boots, Botas Negras
EnderIO:item.darkSteel_sword, "The Ender"
EnderIO:item.darkSteel_pickaxe, Picareta Negra
EnderIO:item.darkSteel_axe, Machado Negro
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:item.endSteel_helmet, End Steel Helm
EnderIO:item.endSteel_chestplate, End Steel Plate
EnderIO:item.endSteel_leggings, End Steel Leggings
EnderIO:item.endSteel_boots, End Steel Boots
EnderIO:item.endSteel_sword, The Ender MKII
EnderIO:item.endSteel_pickaxe, End Steel Pick
EnderIO:item.endSteel_axe, End Steel Axe
EnderIO:item.stellar_helmet, Stellar Helm
EnderIO:item.stellar_chestplate, Stellar Plate
EnderIO:item.stellar_leggings, Stellar Leggings
EnderIO:item.stellar_boots, Stellar Boots
EnderIO:item.stellar_sword, The Ender MKIV
EnderIO:item.stellar_pickaxe, Stellar Pick
EnderIO:item.stellar_axe, Stellar Axe
EnderIO:itemMagnet:0, Eletroímã
EnderIO:itemMagnet:16, Eletroímã
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
ExtraUtilities:glove, Glove
ExtraUtilities:heatingElement, Bobina de Indução
ExtraUtilities:mini-soul:0, Fragmento de Alma
ExtraUtilities:mini-soul:3, Fragmento de Alma
ExtraUtilities:angelRing:0, Anel de Anjo
ExtraUtilities:angelRing:1, Anel de Anjo
ExtraUtilities:angelRing:2, Anel de Anjo
ExtraUtilities:angelRing:3, Anel de Anjo
ExtraUtilities:angelRing:4, Anel de Anjo
ExtraUtilities:paintbrush:0, Pincel de Tinta
ExtraUtilities:nodeUpgrade:0, Melhoria: Velociade
ExtraUtilities:nodeUpgrade:1, Filtro de Items
ExtraUtilities:nodeUpgrade:2, Melhoria: Interação com o Mundo
ExtraUtilities:nodeUpgrade:3, Melhoria: Stacks Completas
ExtraUtilities:nodeUpgrade:4, Melhoria: Criativo
ExtraUtilities:nodeUpgrade:5, Transmissor do Fim
ExtraUtilities:nodeUpgrade:6, Receptor do Fim
ExtraUtilities:nodeUpgrade:7, Melhoria: "Profundos" Primeiro
ExtraUtilities:nodeUpgrade:8, Melhoria: "Distantes" primeiro
ExtraUtilities:nodeUpgrade:9, Melhoria: Pseudo-Rotação
ExtraUtilities:nodeUpgrade:10, Advanced Item Filter
ExtraUtilities:lawSword, Kikoku
ExtraUtilities:golden_lasso:0, Laço Dourado
ExtraUtilities:divisionSigil, Runa de Divisão
ExtraUtilities:unstableingot:0, Barra Instável
ExtraUtilities:unstableingot:1, Pepita Semi-Estável
ExtraUtilities:unstableingot:2, Mobius "Unstable/Stable" Ingot
ExtraUtilities:builderswand, Varinha do Construtor
ExtraUtilities:shears, Tesoura de Precisão
ExtraUtilities:creativebuilderswand, Super-Varinha do construtor
ExtraUtilities:ethericsword, Espada Etéril
ExtraUtilities:erosionShovel, Pá da Erosão
ExtraUtilities:destructionpickaxe, Picareta da Destruição
ExtraUtilities:defoliageAxe, Machado da Cura
ExtraUtilities:temporalHoe, Enxada Reversa
ExtraUtilities:sonar_goggles, Óculos Sonar
ExtraUtilities:watering_can, Regador
ExtraUtilities:scanner, Escaneador Portátil
ExtraUtilities:golden_bag, Sacola dourada
ExtraUtilities:bedrockiumIngot, Barra de Bedrockium
TConstruct:goldHead:0, Cabeça de Ouro
TConstruct:strangeFood:0, Slime Gelatinoso
TConstruct:strangeFood:1, Sangue Coagulado
TConstruct:strangeFood:2, Bacon
TConstruct:oreBerries:0, Fruta de Minério de Ferro
TConstruct:oreBerries:1, Fruta de Minério de Ouro
TConstruct:oreBerries:2, Fruta de Minério de Cobre
TConstruct:oreBerries:3, Fruta de Minério de Estanho
TConstruct:oreBerries:4, Fruta de Minério de Alumínio
TConstruct:oreBerries:5, Fruta de Essência Concentrada
TConstruct:titleIcon:0, Invocador Slime-Azul
TConstruct:titleIcon:1, Invocador Slime Rei
TConstruct:blankPattern:0, Estêncil em Branco
TConstruct:blankPattern:1, Molde em Branco
TConstruct:blankPattern:2, Molde em Branco
TConstruct:blankPattern:3, Blank Clay Cast
TConstruct:materials:0, Resma de Papel
TConstruct:materials:1, Cristal de Slime
TConstruct:materials:2, Tijolo da Fundição
TConstruct:materials:3, Barra de Cobalto
TConstruct:materials:4, Barra de Ardite
TConstruct:materials:5, Barra de Manyullyn
TConstruct:materials:6, Bola de Musgo
TConstruct:materials:7, Cristal de Lava
TConstruct:materials:8, Osso Necrótico
TConstruct:materials:9, Barra de Cobre
TConstruct:materials:10, Barra de Estanho
TConstruct:materials:11, Barra de Alumínio
TConstruct:materials:12, Alumínio Bruto
TConstruct:materials:13, Barra de Bronze
TConstruct:materials:14, Barra de Alumínio-Bronze
TConstruct:materials:15, Barra de Alumite
TConstruct:materials:16, Barra de Aço
TConstruct:materials:17, Cristal de Slime
TConstruct:materials:18, Barra de Obsidiana
TConstruct:materials:19, Pepita de Ferro
TConstruct:materials:20, Pepita de Cobre
TConstruct:materials:21, Pepita de Estanho
TConstruct:materials:22, Pepita de Alumínio
TConstruct:materials:24, Pepita de Alumínio-Bronze
TConstruct:materials:25, Pano de Seda
TConstruct:materials:26, Jóia de Seda
TConstruct:materials:27, Pepita de Obsidiana
TConstruct:materials:28, Pepita de Cobalto
TConstruct:materials:29, Pepita de Ardite
TConstruct:materials:30, Pepita de Manyullyn
TConstruct:materials:31, Pepita de Bronze
TConstruct:materials:32, Pepita de Alumite
TConstruct:materials:33, Pepita de Aço
TConstruct:materials:34, Barra de Gusa
TConstruct:materials:35, Bandeja de Gusa
TConstruct:materials:36, Bola de Cola
TConstruct:materials:37, Tijolo da Fundição
TConstruct:materials:38, Pó de Ardite
TConstruct:materials:39, Pó de Cobalto
TConstruct:materials:40, Pó de Alumínio
TConstruct:materials:41, Pó de Manyullyn
TConstruct:materials:42, Pó de Alumínio-Bronze
TConstruct:materials:43, Reforço
TConstruct:woodPattern:1, Estêncil de Cabo
TConstruct:woodPattern:2, Estêncil de Cabeça de Picareta
TConstruct:woodPattern:3, Estêncil de Cabeça de Pá
TConstruct:woodPattern:4, Estêncil de Cabeça de Machado
TConstruct:woodPattern:5, Estêncil de Lâmina de Espada
TConstruct:woodPattern:6, Estêncil de Protetor Largo
TConstruct:woodPattern:7, Estêncil de Protetor de Mão
TConstruct:woodPattern:8, Estêncil de Protetor Curto
TConstruct:woodPattern:9, Estêncil de Conector de Ferramenta
TConstruct:woodPattern:10, Estêncil de Frigideira
TConstruct:woodPattern:11, Estêncil de Placa Larga
TConstruct:woodPattern:12, Estêncil de Lâmina de Faca
TConstruct:woodPattern:13, Estêncil de Cabeça de Cinzel
TConstruct:woodPattern:14, Estêncil de Cabo Grande
TConstruct:woodPattern:15, Estêncil de Conector Grande
TConstruct:woodPattern:16, Estêncil de Placa Grande
TConstruct:woodPattern:17, Estêncil de Cabeça de Machado de Batalha
TConstruct:woodPattern:18, Estêncil de Cabeça de Foice
TConstruct:woodPattern:19, Estêncil de Cabeça do Escavador
TConstruct:woodPattern:20, Estêncil de Lâmina Grande
TConstruct:woodPattern:21, Estêncil de Cabeça de Martelo
TConstruct:woodPattern:22, Estêncil de Proteção Completa
TConstruct:woodPattern:23, Estêncil de Corda de Arco
TConstruct:woodPattern:24, Estêncil de Pluma
TConstruct:woodPattern:25, Estêncil de Ponta de Flecha
TConstruct:manualBook:0, Materiais e Você: Volume 1
TConstruct:manualBook:1, Materiais e Você: Volume 2
TConstruct:manualBook:2, Fundições Poderosas
TConstruct:manualBook:3, Diário de um Construtor
TConstruct:manualBook:4, Arsenal do Construtor
TConstruct:pickaxe, Picareta
TConstruct:shovel, Pá
TConstruct:hatchet, Machadinha
TConstruct:broadsword, Espada
TConstruct:longsword, Espada Longa
TConstruct:rapier, Florete
TConstruct:dagger, Punhal
TConstruct:cutlass, Cutelo
TConstruct:frypan, Frigideira
TConstruct:battlesign, Placa de Batalha
TConstruct:mattock, Alvião
TConstruct:chisel, Cinzel
TConstruct:lumberaxe, Machado
TConstruct:cleaver, Decepador
TConstruct:scythe, Foice
TConstruct:excavator, Excavator
TConstruct:hammer, Martelo
TConstruct:battleaxe, Machado de Batalha
TConstruct:potionLauncher, Lançador de Poção
TConstruct:toolRod:0, Cabo de Madeira
TConstruct:toolRod:1, Cabo de Pedra
TConstruct:toolRod:2, Cabo de Ferro
TConstruct:toolRod:3, Cabo de Pederneira
TConstruct:toolRod:4, Cabo de Cactos
TConstruct:toolRod:5, Cabo de Osso
TConstruct:toolRod:6, Cabo de Obsidiana
TConstruct:toolRod:7, Cabo de Rocha do Nether
TConstruct:toolRod:8, Cabo de Slime
TConstruct:toolRod:9, Cabo de Papel
TConstruct:toolRod:10, Cabo de Cobalto
TConstruct:toolRod:11, Cabo de Ardite
TConstruct:toolRod:12, Cabo de Manyullyn
TConstruct:toolRod:13, Cabo de Cobre
TConstruct:toolRod:14, Cabo de Bronze
TConstruct:toolRod:15, Cabo de Alumite
TConstruct:toolRod:16, Cabo de Aço
TConstruct:toolRod:17, Cabo de Slime
TConstruct:toolRod:18, Cabo de Gusa
TConstruct:toolShard:1, Caco de Pedra
TConstruct:toolShard:3, Caco de Pederneira
TConstruct:toolShard:4, Caco de Cactos
TConstruct:toolShard:6, Caco de Obsidiana
TConstruct:toolShard:7, Caco de Rocha do Nether
TConstruct:toolShard:8, Caco de Slime
TConstruct:toolShard:17, Caco de Slime
TConstruct:pickaxeHead:0, Cabeça da Picareta de Madeira
TConstruct:pickaxeHead:1, Cabeça da Picareta de Pedra
TConstruct:pickaxeHead:2, Cabeça da Picareta de Ferro
TConstruct:pickaxeHead:3, Cabeça da Picareta de Pederneira
TConstruct:pickaxeHead:4, Cabeça da Picareta de Cactos
TConstruct:pickaxeHead:5, Cabeça da Picareta de Osso
TConstruct:pickaxeHead:6, Cabeça da Picareta de Obsidiana
TConstruct:pickaxeHead:7, Cabeça da Picareta de Rocha do Nether
TConstruct:pickaxeHead:8, Cabeça da Picareta de Slime
TConstruct:pickaxeHead:9, Cabeça da Picareta de Papel
TConstruct:pickaxeHead:10, Cabeça da Picareta de Cobalto
TConstruct:pickaxeHead:11, Cabeça da Picareta de Ardite
TConstruct:pickaxeHead:12, Cabeça da Picareta de Manyullyn
TConstruct:pickaxeHead:13, Cabeça da Picareta de Cobre
TConstruct:pickaxeHead:14, Cabeça da Picareta de Bronze
TConstruct:pickaxeHead:15, Cabeça da Picareta de Alumite
TConstruct:pickaxeHead:16, Cabeça da Picareta de Aço
TConstruct:pickaxeHead:17, Cabeça da Picareta de Slime
TConstruct:pickaxeHead:18, Cabeça da Picareta de Gusa
TConstruct:shovelHead:0, Cabeça da Pá de Madeira
TConstruct:shovelHead:1, Cabeça da Pá de Pedra
TConstruct:shovelHead:2, Cabeça da Pá de Ferro
TConstruct:shovelHead:3, Cabeça da Pá de Pederneira
TConstruct:shovelHead:4, Cabeça da Pá de Cactos
TConstruct:shovelHead:5, Cabeça da Pá de Osso
TConstruct:shovelHead:6, Cabeça da Pá de Obsidiana
TConstruct:shovelHead:7, Cabeça da Pá de Rocha do Nether
TConstruct:shovelHead:8, Cabeça da Pá de Slime
TConstruct:shovelHead:9, Cabeça da Pá de Papel
TConstruct:shovelHead:10, Cabeça da Pá de Cobalto
TConstruct:shovelHead:11, Cabeça da Pá de Ardite
TConstruct:shovelHead:12, Cabeça da Pá de Manyullyn
TConstruct:shovelHead:13, Cabeça da Pá de Cobre
TConstruct:shovelHead:14, Cabeça da Pá de Bronze
TConstruct:shovelHead:15, Cabeça da Pá de Alumite
TConstruct:shovelHead:16, Cabeça da Pá de Aço
TConstruct:shovelHead:17, Cabeça da Pá de Slime
TConstruct:shovelHead:18, Cabeça da Pá de Gusa
TConstruct:hatchetHead:0, Cabeça de Machado de Madeira
TConstruct:hatchetHead:1, Cabeça de Machado de Pedra
TConstruct:hatchetHead:2, Cabeça de Machado de Ferro
TConstruct:hatchetHead:3, Cabeça de Machado de Pederneira
TConstruct:hatchetHead:4, Cabeça de Machado de Cactos
TConstruct:hatchetHead:5, Cabeça de Machado de Osso
TConstruct:hatchetHead:6, Cabeça de Machado de Obsidiana
TConstruct:hatchetHead:7, Cabeça de Machado de Rocha do Nether
TConstruct:hatchetHead:8, Cabeça de Machado de Slime
TConstruct:hatchetHead:9, Cabeça de Machado de Papel
TConstruct:hatchetHead:10, Cabeça de Machado de Cobalto
TConstruct:hatchetHead:11, Cabeça de Machado de Ardite
TConstruct:hatchetHead:12, Cabeça de Machado de Manyullyn
TConstruct:hatchetHead:13, Cabeça de Machado de Cobre
TConstruct:hatchetHead:14, Cabeça de Machado de Bronze
TConstruct:hatchetHead:15, Cabeça de Machado de Alumite
TConstruct:hatchetHead:16, Cabeça de Machado de Aço
TConstruct:hatchetHead:17, Cabeça de Machado de Slime
TConstruct:hatchetHead:18, Cabeça de Machado de Gusa
TConstruct:binding:0, Conector de Madeira
TConstruct:binding:1, Conector de Pedra
TConstruct:binding:2, Conector de Ferro
TConstruct:binding:3, Conector de Pederneira
TConstruct:binding:4, Conector de Cactos
TConstruct:binding:5, Conector de Osso
TConstruct:binding:6, Conector de Obsidiana
TConstruct:binding:7, Conector de Rocha do Nether
TConstruct:binding:8, Conector de Slime
TConstruct:binding:9, Conector de Papel
TConstruct:binding:10, Conector de Cobalto
TConstruct:binding:11, Conector de Ardite
TConstruct:binding:12, Conector de Manyullyn
TConstruct:binding:13, Conector de Cobre
TConstruct:binding:14, Conector de Bronze
TConstruct:binding:15, Conector de Alumite
TConstruct:binding:16, Conector de Aço
TConstruct:binding:17, Conector de Slime
TConstruct:binding:18, Conector de Gusa
TConstruct:toughBinding:0, Conector Grande de Madeira
TConstruct:toughBinding:1, Conector Grande de Pedra
TConstruct:toughBinding:2, Conector Grande de Ferro
TConstruct:toughBinding:3, Conector Grande de Pederneira
TConstruct:toughBinding:4, Conector Grande de Cactos
TConstruct:toughBinding:5, Conector Grande de Osso
TConstruct:toughBinding:6, Conector Grande de Obsidiana
TConstruct:toughBinding:7, Conector Grande de Rocha do Nether
TConstruct:toughBinding:8, Conector Grande de Slime
TConstruct:toughBinding:9, Conector Grande de Papel
TConstruct:toughBinding:10, Conector Grande de Cobalto
TConstruct:toughBinding:11, Conector Grande de Ardite
TConstruct:toughBinding:12, Conector Grande de Manyullyn
TConstruct:toughBinding:13, Conector Grande de Cobre
TConstruct:toughBinding:14, Conector Grande de Bronze
TConstruct:toughBinding:15, Conector Grande de Alumite
TConstruct:toughBinding:16, Conector Grande de Aço
TConstruct:toughBinding:17, Conector Grande de Slime
TConstruct:toughBinding:18, Conector Grande de Gusa
TConstruct:toughRod:0, Cabo de Madeira
TConstruct:toughRod:1, Cabo de Pedra
TConstruct:toughRod:2, Cabo de Ferro
TConstruct:toughRod:3, Cabo de Pederneira
TConstruct:toughRod:4, Cabo de Cactos
TConstruct:toughRod:5, Cabo de Osso
TConstruct:toughRod:6, Cabo de Obsidiana
TConstruct:toughRod:7, Cabo de Rocha do Nether
TConstruct:toughRod:8, Cabo de Slime
TConstruct:toughRod:9, Cabo de Papel
TConstruct:toughRod:10, Cabo de Cobalto
TConstruct:toughRod:11, Cabo de Ardite
TConstruct:toughRod:12, Cabo de Manyullyn
TConstruct:toughRod:13, Cabo de Cobre
TConstruct:toughRod:14, Cabo de Bronze
TConstruct:toughRod:15, Cabo de Alumite
TConstruct:toughRod:16, Cabo de Aço
TConstruct:toughRod:17, Cabo de Slime
TConstruct:toughRod:18, Cabo de Gusa
TConstruct:heavyPlate:0, Placa Grande de Madeira
TConstruct:heavyPlate:1, Placa Grande de Pedra
TConstruct:heavyPlate:2, Placa Grande de Ferro
TConstruct:heavyPlate:3, Placa Grande de Pederneira
TConstruct:heavyPlate:4, Placa Grande de Cactos
TConstruct:heavyPlate:5, Placa Grande de Osso
TConstruct:heavyPlate:6, Placa Grande de Obsidiana
TConstruct:heavyPlate:7, Placa Grande de Rocha do Nether
TConstruct:heavyPlate:8, Placa Grande de Slime
TConstruct:heavyPlate:9, Placa Grande de Papel
TConstruct:heavyPlate:10, Placa Grande de Cobalto
TConstruct:heavyPlate:11, Placa Grande de Ardite
TConstruct:heavyPlate:12, Placa Grande de Manyullyn
TConstruct:heavyPlate:13, Placa Grande de Cobre
TConstruct:heavyPlate:14, Placa Grande de Bronze
TConstruct:heavyPlate:15, Placa Grande de Alumite
TConstruct:heavyPlate:16, Placa Grande de Aço
TConstruct:heavyPlate:17, Placa Grande de Slime
TConstruct:heavyPlate:18, Placa Grande de Gusa
TConstruct:swordBlade:0, Lâmina de Espada de Madeira
TConstruct:swordBlade:1, Lâmina de Espada de Pedra
TConstruct:swordBlade:2, Lâmina de Espada de Ferro
TConstruct:swordBlade:3, Lâmina de Espada de Pederneira
TConstruct:swordBlade:4, Lâmina de Espada de Cactos
TConstruct:swordBlade:5, Lâmina de Espada de Osso
TConstruct:swordBlade:6, Lâmina de Espada de Obsidiana
TConstruct:swordBlade:7, Lâmina de Espada de Rocha do Nether
TConstruct:swordBlade:8, Lâmina de Espada de Slime
TConstruct:swordBlade:9, Lâmina de Espada de Papel
TConstruct:swordBlade:10, Lâmina de Espada de Cobalto
TConstruct:swordBlade:11, Lâmina de Espada de Ardite
TConstruct:swordBlade:12, Lâmina de Espada de Manyullyn
TConstruct:swordBlade:13, Lâmina de Espada de Cobre
TConstruct:swordBlade:14, Lâmina de Espada de Bronze
TConstruct:swordBlade:15, Lâmina de Espada de Alumite
TConstruct:swordBlade:16, Lâmina de Espada de Aço
TConstruct:swordBlade:17, Lâmina de Espada de Slime
TConstruct:swordBlade:18, Lâmina de Espada de Gusa
TConstruct:wideGuard:0, Protetor Largo de Madeira
TConstruct:wideGuard:1, Protetor Largo de Pedra
TConstruct:wideGuard:2, Protetor Largo de Ferro
TConstruct:wideGuard:3, Protetor Largo de Pederneira
TConstruct:wideGuard:4, Protetor Largo de Cactos
TConstruct:wideGuard:5, Protetor Largo de Osso
TConstruct:wideGuard:6, Protetor Largo de Obsidiana
TConstruct:wideGuard:7, Protetor Largo de Rocha do Nether
TConstruct:wideGuard:8, Protetor Largo de Slime
TConstruct:wideGuard:9, Protetor Largo de Papel
TConstruct:wideGuard:10, Protetor Largo de Cobalto
TConstruct:wideGuard:11, Protetor Largo de Ardite
TConstruct:wideGuard:12, Protetor Largo de Manyullyn
TConstruct:wideGuard:13, Protetor Largo de Cobre
TConstruct:wideGuard:14, Protetor Largo de Bronze
TConstruct:wideGuard:15, Protetor Largo de Alumite
TConstruct:wideGuard:16, Protetor Largo de Aço
TConstruct:wideGuard:17, Protetor Largo de Slime
TConstruct:wideGuard:18, Protetor Largo de Gusa
TConstruct:handGuard:0, Protetor de Mão de Madeira
